cv_id,job_id,job_title,company,industry,language_detected,required_experience_years,required_education,semantic_score_percent,keyword_score_percent,improvement_percent,semantic_rank_for_cv,keyword_rank_for_cv,semantic_skills_score_percent,semantic_experience_score_percent,semantic_education_score_percent
CV080,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,37.27,5.49,31.78,15,15,38.21,34.27,41.41
CV080,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,33.39,4.58,28.81,19,18,22.8,39.96,41.41
CV080,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,43.97,3.91,40.06,12,24,45.07,44.14,41.41
CV080,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,35.69,4.72,30.97,17,16,35.4,33.13,41.41
CV080,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,28.03,3.64,24.39,25,26,16.62,32.74,41.41
CV080,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,45.34,4.48,40.86,9,19,52.36,40.29,41.41
CV080,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,46.45,6.03,40.42,8,13,43.53,51.9,41.41
CV080,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.54,2.96,28.58,20,29,21.56,36.59,41.41
CV080,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,21.7,3.72,17.98,32,25,1.95,31.6,41.41
CV080,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,30.43,3.51,26.92,22,27,19.62,35.74,41.41
CV080,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,24.1,2.37,21.73,31,31,18.06,21.48,41.41
CV080,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,27.07,2.46,24.61,29,30,13.24,33.72,41.41
CV080,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,25.31,1.55,23.76,30,32,4.85,37.72,41.41
CV080,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,31.51,4.09,27.42,21,21,11.31,46.75,41.41
CV080,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,29.25,4.08,25.17,23,22,24.1,28.31,41.41
CV080,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,28.9,3.93,24.97,24,23,12.66,35.64,47.88
CV080,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,48.36,7.75,40.61,5,10,53.11,47.09,41.41
CV080,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,49.82,17.48,32.34,3,1,40.81,63.04,41.41
CV080,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,44.86,7.03,37.83,11,11,35.71,55.74,41.41
CV080,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,49.92,17.04,32.88,2,2,55.16,58.97,21.33
CV080,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,47.17,11.14,36.03,7,4,36.59,60.64,41.41
CV080,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,47.55,9.58,37.97,6,6,41.67,56.5,41.41
CV080,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,42.61,8.86,33.75,13,7,29.79,56.04,41.41
CV080,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,45.3,8.19,37.11,10,9,32.22,60.33,41.41
CV080,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,49.75,13.51,36.24,4,3,33.27,70.41,41.41
CV080,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,50.0,11.04,38.96,1,5,41.71,62.59,41.41
CV080,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,34.97,8.23,26.74,18,8,34.83,31.9,41.41
CV079,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,it,2,S1 Ilmu Komputer / Bachelor of Computer Science,48.19,11.25,36.94,2,1,33.01,57.41,60.11
CV079,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,it,1,S1 Statistika / Matematika / Ilmu Komputer,32.72,4.38,28.34,17,10,19.79,38.29,47.46
CV079,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,it,2,Bachelor,21.17,2.55,18.62,32,22,8.09,26.64,36.4
CV079,MK00002,Brand Manager,Company Not Specified,Marketing,it,5,Bachelor,27.69,2.43,25.26,30,23,26.27,24.75,36.4
CV079,MK00003,Social Media Manager,Company Not Specified,Marketing,it,3,Bachelor,33.34,1.85,31.49,16,25,35.24,29.92,36.4
CV079,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,it,6,Bachelor,34.83,1.7,33.13,12,26,35.38,33.49,36.4
CV079,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,it,3,Bachelor,31.3,3.38,27.92,22,14,31.33,28.73,36.4
CV079,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,it,2,Bachelor,31.64,2.73,28.91,21,21,34.11,26.78,36.4
CV079,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,it,5,Bachelor,36.54,2.89,33.65,10,20,39.72,33.42,36.4
CV079,MK00008,SEO Specialist,Company Not Specified,Marketing,it,2,Bachelor,27.56,3.5,24.06,31,12,21.76,28.94,36.4
CV079,MK00009,Customer Experience Manager,Company Not Specified,Marketing,it,5,Bachelor,41.78,4.51,37.27,6,9,43.32,42.93,36.4
CV079,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,it,2,Bachelor,33.63,3.0,30.63,14,19,27.79,38.08,36.4
CV079,IT00001,Backend Engineer,Company Not Specified,Information Technology,it,3,Bachelor,43.7,4.99,38.71,4,6,29.56,61.5,36.4
CV079,IT00002,Frontend Developer,Company Not Specified,Information Technology,it,2,Bachelor,43.41,7.85,35.56,5,3,29.3,61.02,36.4
CV079,IT00003,DevOps Engineer,Company Not Specified,Information Technology,it,4,Bachelor,41.68,5.93,35.75,7,4,24.86,61.14,36.4
CV079,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,it,3,Bachelor,36.51,4.73,31.78,11,7,25.45,47.62,36.4
CV079,IT00005,Data Engineer,Company Not Specified,Information Technology,it,3,Bachelor,37.6,3.3,34.3,8,15,22.14,53.65,36.4
CV079,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,it,2,Bachelor,30.64,4.63,26.01,25,8,8.49,49.92,36.4
CV079,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,it,3,Bachelor,29.33,3.23,26.1,28,17,13.02,42.11,36.4
CV079,IT00008,UI/UX Designer,Company Not Specified,Information Technology,it,3,Bachelor,36.95,5.04,31.91,9,5,26.44,47.73,36.4
CV079,IT00009,IT Support Specialist,Company Not Specified,Information Technology,it,1,Diploma,43.89,9.76,34.13,3,2,29.88,61.43,36.85
CV079,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,it,5,Bachelor,48.83,3.39,45.44,1,13,50.3,53.57,36.4
CV079,FN00001,Financial Analyst,Company Not Specified,Finance,it,3,Bachelor,29.62,2.42,27.2,27,24,24.49,31.35,36.4
CV079,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,it,5,Bachelor,30.56,0.95,29.61,26,30,19.65,38.54,36.4
CV079,FN00003,Investment Banking Associate,Company Not Specified,Finance,it,4,Master,30.77,3.21,27.56,24,18,24.14,40.06,25.43
CV079,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,it,4,Bachelor,30.78,1.47,29.31,23,28,26.1,32.65,36.4
CV079,FN00005,Treasury Manager,Company Not Specified,Finance,it,6,Bachelor,33.58,0.0,33.58,15,32,28.28,37.46,36.4
CV079,FN00006,Junior Auditor,Company Not Specified,Finance,it,1,Bachelor,32.52,4.37,28.15,18,11,26.47,36.62,36.4
CV079,FN00007,Marketing Loan Officer,Company Not Specified,Finance,it,2,Bachelor,28.26,1.06,27.2,29,29,16.83,35.62,36.4
CV079,FN00008,Compliance Officer,Company Not Specified,Finance,it,4,Bachelor,31.97,1.65,30.32,19,27,21.86,39.86,36.4
CV079,FN00009,Financial Planning Analyst,Company Not Specified,Finance,it,3,Bachelor,31.68,3.29,28.39,20,16,29.24,31.75,36.4
CV079,FN00010,Branch Manager,Company Not Specified,Finance,it,7,Bachelor,33.74,0.83,32.91,13,31,35.37,30.78,36.4
CV078,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,26.89,4.05,22.84,29,25,16.09,23.86,54.53
CV078,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,38.83,6.02,32.81,16,16,37.74,39.21,40.26
CV078,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,50.42,15.04,35.38,9,4,31.94,70.69,46.82
CV078,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,59.95,27.37,32.58,1,1,48.54,77.92,46.82
CV078,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,47.45,10.94,36.51,10,7,35.45,59.77,46.82
CV078,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,59.66,11.92,47.74,2,5,56.53,69.2,46.82
CV078,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,50.53,10.46,40.07,8,8,36.31,66.61,46.82
CV078,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,59.12,8.02,51.1,4,10,55.35,69.04,46.82
CV078,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,55.15,21.85,33.3,6,2,38.48,75.99,46.82
CV078,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,41.12,7.87,33.25,14,11,31.58,47.81,46.82
CV078,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,50.8,8.78,42.02,7,9,48.97,54.61,46.82
CV078,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,59.61,11.34,48.27,3,6,57.27,68.35,46.82
CV078,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.44,2.64,31.8,22,32,18.84,43.84,46.82
CV078,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,27.15,5.02,22.13,28,20,3.3,41.16,46.82
CV078,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,27.52,5.44,22.08,27,19,4.87,40.52,46.82
CV078,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,25.3,3.28,22.02,32,30,5.6,34.23,46.82
CV078,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.4,3.39,30.01,24,29,21.01,39.07,46.82
CV078,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,25.42,4.73,20.69,31,22,0.0,40.14,46.82
CV078,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,25.83,3.43,22.4,30,27,10.71,30.45,46.82
CV078,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.98,7.4,26.58,23,14,15.93,45.62,46.82
CV078,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,30.81,3.43,27.38,26,27,16.76,34.35,51.81
CV078,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,56.58,15.23,41.35,5,3,58.13,59.9,46.82
CV078,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,39.73,5.89,33.84,15,17,35.87,40.04,46.82
CV078,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,36.28,3.58,32.7,18,26,21.29,45.99,46.82
CV078,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,36.58,3.17,33.41,17,31,35.97,42.25,26.46
CV078,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,35.94,4.29,31.65,19,24,19.88,46.55,46.82
CV078,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,35.0,4.35,30.65,20,23,24.02,40.08,46.82
CV078,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,31.1,5.46,25.64,25,18,22.07,32.26,46.82
CV078,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,46.22,7.43,38.79,11,13,29.27,62.87,46.82
CV078,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,34.91,4.82,30.09,21,21,21.67,42.2,46.82
CV078,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,44.23,6.27,37.96,12,15,38.09,49.07,46.82
CV078,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,42.63,7.85,34.78,13,12,34.2,48.97,46.82
CV077,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,49.0,12.2,36.8,3,3,28.87,63.08,61.09
CV077,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,34.64,3.39,31.25,18,19,24.29,40.02,44.57
CV077,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,26.15,3.68,22.47,32,15,11.82,29.26,48.58
CV077,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,28.64,3.56,25.08,31,18,21.85,25.47,48.58
CV077,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,34.04,3.2,30.84,21,23,33.16,27.66,48.58
CV077,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,38.65,3.68,34.97,13,15,38.27,34.06,48.58
CV077,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,33.28,3.91,29.37,25,14,27.58,31.34,48.58
CV077,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,37.48,1.76,35.72,14,31,38.46,30.96,48.58
CV077,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,33.62,4.03,29.59,23,13,34.17,25.59,48.58
CV077,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,32.24,5.17,27.07,26,10,21.38,34.93,48.58
CV077,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,40.88,5.77,35.11,7,9,39.07,38.85,48.58
CV077,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,40.31,2.87,37.44,10,24,35.53,40.96,48.58
CV077,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,46.32,8.08,38.24,4,5,31.36,60.14,48.58
CV077,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,52.16,18.09,34.07,1,1,36.85,69.26,48.58
CV077,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,40.46,8.69,31.77,9,4,17.73,59.12,48.58
CV077,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,40.56,7.18,33.38,8,7,28.65,48.46,48.58
CV077,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,40.23,4.9,35.33,11,12,24.39,51.89,48.58
CV077,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.68,6.68,23.0,29,8,4.09,45.83,48.58
CV077,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.11,3.33,30.78,20,21,19.92,41.07,48.58
CV077,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,41.92,7.95,33.97,6,6,28.43,52.07,48.58
CV077,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,44.97,12.71,32.26,5,2,29.51,59.1,47.63
CV077,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,49.7,3.61,46.09,2,17,49.24,50.72,48.58
CV077,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,33.47,3.22,30.25,24,22,27.05,32.33,48.58
CV077,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,35.45,2.77,32.68,16,26,25.42,38.92,48.58
CV077,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,31.37,2.86,28.51,28,25,23.0,39.03,32.77
CV077,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,32.0,2.67,29.33,27,27,21.64,34.06,48.58
CV077,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,35.56,2.55,33.01,15,28,24.61,40.01,48.58
CV077,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,34.8,4.92,29.88,17,11,28.99,33.73,48.58
CV077,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,29.22,1.39,27.83,30,32,14.69,34.07,48.58
CV077,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,34.6,3.38,31.22,19,20,25.1,37.1,48.58
CV077,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,38.73,2.55,36.18,12,28,36.19,36.35,48.58
CV077,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,33.83,2.03,31.8,22,30,27.14,33.15,48.58
CV076,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,25.48,3.98,21.5,32,22,14.96,25.62,46.26
CV076,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,30.54,3.74,26.8,26,25,20.87,40.45,30.06
CV076,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,56.64,27.74,28.9,2,1,39.59,78.88,46.26
CV076,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,49.68,23.74,25.94,9,3,41.3,59.76,46.26
CV076,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,54.14,22.24,31.9,6,4,45.86,66.36,46.26
CV076,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,54.88,13.61,41.27,5,6,48.17,65.9,46.26
CV076,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,58.17,21.13,37.04,1,5,46.17,76.12,46.26
CV076,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,50.62,8.75,41.87,7,10,43.74,59.68,46.26
CV076,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,49.89,11.92,37.97,8,7,43.72,57.88,46.26
CV076,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,56.04,24.88,31.16,3,2,51.69,65.29,46.26
CV076,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.32,7.27,39.05,11,11,37.34,55.32,46.26
CV076,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,55.45,11.65,43.8,4,8,42.97,72.52,46.26
CV076,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,35.35,3.08,32.27,16,30,20.19,45.06,46.26
CV076,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,33.58,6.54,27.04,19,12,12.77,48.06,46.26
CV076,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,32.22,5.41,26.81,24,17,13.66,43.76,46.26
CV076,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,30.5,4.1,26.4,27,21,14.74,38.38,46.26
CV076,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,32.98,4.59,28.39,20,20,16.05,43.27,46.26
CV076,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.52,2.8,26.72,28,31,7.2,43.47,46.26
CV076,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,28.54,3.84,24.7,30,24,13.22,34.99,46.26
CV076,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.66,5.32,28.34,18,18,16.02,45.01,46.26
CV076,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,28.82,3.9,24.92,29,23,16.24,34.67,42.27
CV076,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,49.52,10.83,38.69,10,9,46.85,53.83,46.26
CV076,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,32.95,4.84,28.11,21,19,25.59,33.65,46.26
CV076,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,30.82,3.18,27.64,25,29,16.85,37.06,46.26
CV076,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,27.46,2.48,24.98,31,32,23.36,34.86,20.87
CV076,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,36.52,3.52,33.0,14,27,25.84,42.32,46.26
CV076,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,32.55,3.36,29.19,23,28,24.88,33.36,46.26
CV076,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,32.59,5.57,27.02,22,15,19.87,38.47,46.26
CV076,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,39.46,5.5,33.96,13,16,19.77,55.74,46.26
CV076,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,33.8,3.72,30.08,17,26,19.56,41.81,46.26
CV076,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,42.27,5.99,36.28,12,14,36.56,45.98,46.26
CV076,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,36.2,6.22,29.98,15,13,33.43,33.93,46.26
CV075,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,45.74,8.45,37.29,4,6,27.19,59.18,55.97
CV075,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,32.7,2.87,29.83,21,29,18.38,46.5,33.72
CV075,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,23.94,4.02,19.92,32,25,13.1,26.57,40.35
CV075,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,30.16,5.01,25.15,29,18,28.09,27.13,40.35
CV075,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,36.75,4.3,32.45,13,22,39.19,32.52,40.35
CV075,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,34.25,4.75,29.5,16,20,35.25,30.19,40.35
CV075,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,33.54,6.02,27.52,18,11,33.81,29.87,40.35
CV075,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,34.76,2.87,31.89,15,29,37.54,29.18,40.35
CV075,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,35.65,4.78,30.87,14,19,39.58,29.38,40.35
CV075,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,32.03,5.88,26.15,23,12,22.45,37.45,40.35
CV075,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,38.66,7.69,30.97,9,7,46.11,30.37,40.35
CV075,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,37.29,3.56,33.73,11,28,30.5,42.54,40.35
CV075,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,47.04,12.08,34.96,3,3,34.59,62.83,40.35
CV075,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,48.39,22.8,25.59,2,2,33.07,67.73,40.35
CV075,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,44.33,22.88,21.45,5,1,24.58,66.07,40.35
CV075,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,37.08,7.31,29.77,12,9,31.26,41.26,40.35
CV075,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,38.31,7.58,30.73,10,8,19.07,56.53,40.35
CV075,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.27,8.81,20.46,30,5,9.6,43.4,40.35
CV075,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.07,5.38,28.69,17,14,15.83,49.18,40.35
CV075,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,42.21,9.14,33.07,6,4,31.17,54.17,40.35
CV075,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,40.7,3.9,36.8,7,27,29.14,51.48,42.26
CV075,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,48.41,6.11,42.3,1,10,50.73,50.13,40.35
CV075,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,32.23,5.08,27.15,22,16,22.7,37.71,40.35
CV075,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,31.67,5.26,26.41,25,15,18.42,40.59,40.35
CV075,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,30.74,2.13,28.61,28,32,22.34,40.24,28.53
CV075,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,31.82,3.93,27.89,24,26,25.36,34.02,40.35
CV075,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,33.19,4.19,29.0,19,23,21.63,41.16,40.35
CV075,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,31.59,5.68,25.91,26,13,25.95,32.86,40.35
CV075,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,24.41,2.82,21.59,31,31,11.04,29.81,40.35
CV075,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,30.77,4.13,26.64,27,24,19.28,37.46,40.35
CV075,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,39.88,5.05,34.83,8,17,34.63,44.9,40.35
CV075,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,32.83,4.65,28.18,20,21,30.69,31.2,40.35
CV074,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,28.54,3.07,25.47,29,31,12.43,31.69,54.46
CV074,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,38.33,7.23,31.1,15,12,32.87,43.06,39.81
